@relation <train.arff>
@ATTRIBUTE Attribute_1 NUMERIC
@ATTRIBUTE Attribute_2 NUMERIC
@ATTRIBUTE Attribute_3 NUMERIC
@ATTRIBUTE Attribute_4 NUMERIC
@ATTRIBUTE Attribute_5 NUMERIC
@ATTRIBUTE Attribute_6 NUMERIC
@ATTRIBUTE Attribute_7 NUMERIC
@ATTRIBUTE Attribute_8 NUMERIC
@ATTRIBUTE Attribute_9 NUMERIC
@ATTRIBUTE Attribute_10 NUMERIC
@ATTRIBUTE Attribute_11 NUMERIC
@ATTRIBUTE Attribute_12 NUMERIC
@ATTRIBUTE Attribute_13 NUMERIC
@ATTRIBUTE Attribute_14 NUMERIC
@ATTRIBUTE Attribute_15 NUMERIC
@ATTRIBUTE Attribute_16 NUMERIC
@ATTRIBUTE Attribute_17 NUMERIC
@ATTRIBUTE Attribute_18 NUMERIC
@ATTRIBUTE class {0,1,2,3}
@data
34.00,3783.00,4550405.00,15.00,150016.00,45.00,72.00,93.00,118.00,126.00,60.00,74.00,25.00,1086933.00,382959.00,546030.00,699551.00,571742.00,1
32.00,10778.00,4003027.00,11.00,195619.00,39.00,40.00,56.00,71.00,58.00,39.00,44.00,32.00,913469.00,421400.00,380007.00,791849.00,99416.00,1
35.00,12078.00,3840198.00,12.00,160031.00,112.00,70.00,120.00,99.00,72.00,83.00,118.00,34.00,512261.00,741805.00,179888.00,385271.00,66591.00,0
34.00,7058.00,3955993.00,13.00,133914.00,83.00,128.00,44.00,59.00,74.00,105.00,57.00,29.00,582807.00,1080794.00,742639.00,102134.00,525228.00,1
29.00,5034.00,3910766.00,12.00,96765.00,114.00,127.00,123.00,68.00,58.00,65.00,56.00,31.00,26829.00,1176777.00,529497.00,162428.00,202950.00,2
31.00,5151.00,4838185.00,14.00,105615.00,108.00,50.00,102.00,76.00,98.00,102.00,100.00,35.00,267632.00,404984.00,5.00,5.00,5.00,0
33.00,9808.00,4104366.00,14.00,199309.00,62.00,86.00,41.00,58.00,125.00,51.00,50.00,33.00,667355.00,719625.00,5.00,5.00,5.00,1
22.00,10965.00,4780000.00,14.00,190428.00,124.00,107.00,73.00,81.00,65.00,51.00,120.00,29.00,120273.00,402330.00,293882.00,733744.00,806425.00,1
23.00,7514.00,4097706.00,12.00,161937.00,54.00,55.00,113.00,81.00,69.00,42.00,105.00,42.00,704399.00,434592.00,234065.00,393682.00,716987.00,1
33.00,5041.00,4143165.00,13.00,120871.00,115.00,93.00,109.00,48.00,56.00,76.00,100.00,43.00,118984.00,366238.00,13412.00,575116.00,331599.00,0
26.00,9743.00,4035033.00,11.00,222975.00,128.00,127.00,42.00,72.00,121.00,105.00,98.00,32.00,733953.00,351319.00,5.00,5.00,5.00,1
34.00,3177.00,4706874.00,14.00,115724.00,97.00,122.00,108.00,103.00,93.00,111.00,91.00,41.00,1172090.00,659789.00,249012.00,71275.00,284602.00,3
24.00,10748.00,4116590.00,10.00,113569.00,93.00,55.00,119.00,84.00,108.00,96.00,90.00,29.00,587524.00,116915.00,5.00,5.00,5.00,1
31.00,5663.00,4201267.00,12.00,140981.00,82.00,45.00,118.00,77.00,51.00,123.00,63.00,31.00,552015.00,69425.00,5.00,5.00,5.00,2
30.00,6638.00,4194149.00,12.00,206086.00,56.00,79.00,74.00,100.00,75.00,64.00,116.00,45.00,747945.00,915483.00,5.00,5.00,5.00,0
28.00,6299.00,4701915.00,12.00,154750.00,118.00,77.00,58.00,113.00,83.00,121.00,108.00,34.00,157872.00,1113232.00,5.00,5.00,5.00,3
24.00,9767.00,4697603.00,13.00,224572.00,98.00,112.00,114.00,110.00,105.00,111.00,86.00,41.00,323560.00,688453.00,120288.00,440406.00,337783.00,0
31.00,11598.00,4008184.00,12.00,191898.00,69.00,102.00,53.00,121.00,94.00,74.00,98.00,32.00,547344.00,375346.00,260599.00,175581.00,250591.00,2
28.00,3521.00,4225413.00,14.00,103794.00,60.00,43.00,126.00,55.00,127.00,116.00,75.00,23.00,952626.00,1140348.00,455567.00,686590.00,27886.00,3
34.00,6846.00,4881645.00,12.00,210977.00,46.00,98.00,89.00,61.00,65.00,45.00,84.00,31.00,1201086.00,210446.00,5.00,5.00,5.00,1
23.00,4878.00,4462788.00,12.00,125067.00,68.00,66.00,103.00,96.00,93.00,93.00,94.00,35.00,796781.00,4794.00,216466.00,782909.00,491684.00,3
23.00,10034.00,4028134.00,14.00,193292.00,49.00,61.00,122.00,95.00,64.00,121.00,112.00,42.00,249919.00,904550.00,445224.00,636103.00,625260.00,0
22.00,3256.00,4187208.00,10.00,120415.00,53.00,80.00,113.00,85.00,115.00,125.00,104.00,28.00,1144203.00,555906.00,633864.00,359994.00,723214.00,0
31.00,6326.00,4287252.00,10.00,156672.00,99.00,57.00,48.00,65.00,53.00,82.00,73.00,27.00,108997.00,788057.00,618057.00,564244.00,506728.00,3
27.00,6158.00,4104537.00,14.00,106054.00,79.00,99.00,43.00,85.00,127.00,51.00,126.00,32.00,638725.00,418404.00,5.00,5.00,5.00,0
23.00,10956.00,4555749.00,12.00,222240.00,72.00,60.00,122.00,98.00,82.00,82.00,101.00,37.00,716270.00,837407.00,5.00,5.00,5.00,1
29.00,12024.00,4764803.00,11.00,112834.00,99.00,84.00,40.00,74.00,84.00,56.00,119.00,22.00,1105378.00,947940.00,170310.00,398077.00,185754.00,1
33.00,11770.00,4581099.00,13.00,125642.00,42.00,47.00,82.00,102.00,48.00,76.00,53.00,34.00,1159877.00,318505.00,463260.00,381345.00,282914.00,0
23.00,9216.00,4256014.00,11.00,217429.00,64.00,78.00,104.00,45.00,92.00,89.00,119.00,32.00,43730.00,766028.00,798485.00,626090.00,483613.00,3
27.00,5247.00,4448322.00,12.00,187423.00,127.00,119.00,87.00,116.00,114.00,67.00,64.00,31.00,23525.00,920598.00,5.00,5.00,5.00,1
27.00,3408.00,3952014.00,10.00,114735.00,83.00,77.00,128.00,98.00,115.00,87.00,110.00,40.00,886791.00,1130520.00,5.00,5.00,5.00,2
28.00,4283.00,4635285.00,10.00,166026.00,91.00,53.00,79.00,82.00,123.00,106.00,52.00,23.00,73388.00,712561.00,430470.00,740958.00,367192.00,1
29.00,10704.00,4911615.00,10.00,171725.00,40.00,43.00,46.00,64.00,101.00,45.00,91.00,43.00,47190.00,581000.00,789780.00,262941.00,118971.00,0
25.00,3315.00,4764655.00,11.00,156386.00,96.00,98.00,120.00,65.00,124.00,112.00,128.00,24.00,591533.00,213489.00,587916.00,526216.00,444132.00,1
27.00,6563.00,4926856.00,15.00,184409.00,46.00,69.00,58.00,86.00,95.00,70.00,104.00,45.00,13643.00,126578.00,73578.00,770351.00,438528.00,2
31.00,9201.00,4986038.00,11.00,97174.00,80.00,39.00,66.00,80.00,54.00,119.00,83.00,23.00,407107.00,401076.00,5.00,5.00,5.00,1
30.00,10013.00,4015728.00,15.00,151167.00,121.00,79.00,116.00,92.00,70.00,101.00,89.00,31.00,696051.00,777028.00,480041.00,340962.00,218612.00,2
35.00,10880.00,4794772.00,15.00,121631.00,100.00,83.00,85.00,103.00,53.00,73.00,117.00,23.00,762174.00,924007.00,433768.00,315163.00,516650.00,3
26.00,3604.00,4615841.00,12.00,158507.00,113.00,121.00,66.00,105.00,124.00,64.00,50.00,34.00,935612.00,1111753.00,604790.00,209271.00,137061.00,2
33.00,3880.00,3944473.00,12.00,171378.00,76.00,99.00,48.00,103.00,110.00,81.00,126.00,39.00,728717.00,909093.00,5.00,5.00,5.00,1
35.00,6038.00,4439101.00,10.00,152071.00,62.00,77.00,81.00,41.00,56.00,94.00,94.00,27.00,223117.00,808952.00,31690.00,393956.00,437691.00,0
33.00,7527.00,4303543.00,15.00,184419.00,39.00,96.00,44.00,98.00,101.00,49.00,50.00,44.00,215440.00,828605.00,344790.00,776908.00,317379.00,0
34.00,3061.00,4303500.00,14.00,213190.00,82.00,127.00,118.00,127.00,43.00,76.00,61.00,30.00,587187.00,867186.00,5.00,5.00,5.00,0
32.00,3938.00,3925154.00,13.00,188767.00,106.00,101.00,123.00,83.00,72.00,60.00,94.00,35.00,951706.00,234419.00,550574.00,566112.00,803654.00,1
24.00,4337.00,4291202.00,10.00,144290.00,58.00,101.00,61.00,120.00,83.00,116.00,80.00,36.00,677821.00,93796.00,5.00,5.00,5.00,0
28.00,5118.00,4058695.00,15.00,149412.00,41.00,128.00,105.00,53.00,122.00,46.00,78.00,34.00,551247.00,73942.00,643057.00,799675.00,540622.00,3
24.00,3844.00,4359812.00,13.00,136738.00,113.00,118.00,67.00,72.00,114.00,116.00,57.00,38.00,571986.00,503655.00,374834.00,593896.00,435821.00,3
30.00,11905.00,4710576.00,15.00,204526.00,103.00,87.00,91.00,123.00,45.00,92.00,80.00,23.00,667631.00,589290.00,48317.00,288282.00,300000.00,2
33.00,10286.00,4952527.00,15.00,122382.00,108.00,113.00,66.00,81.00,49.00,81.00,42.00,25.00,598783.00,239863.00,5.00,5.00,5.00,3
29.00,5964.00,4889670.00,10.00,179565.00,48.00,66.00,94.00,49.00,120.00,111.00,81.00,45.00,67012.00,616101.00,478458.00,638261.00,39502.00,1
25.00,3981.00,4963498.00,11.00,149698.00,93.00,87.00,118.00,118.00,92.00,95.00,128.00,29.00,465280.00,1067640.00,311267.00,577840.00,24877.00,2
25.00,7738.00,4499445.00,11.00,169626.00,93.00,104.00,124.00,82.00,113.00,54.00,63.00,23.00,1150604.00,74806.00,751656.00,700626.00,161415.00,1
24.00,3222.00,3845662.00,14.00,187063.00,90.00,124.00,65.00,73.00,76.00,74.00,76.00,33.00,995711.00,782760.00,349140.00,691325.00,332378.00,0
33.00,4694.00,4836276.00,15.00,200394.00,89.00,57.00,59.00,39.00,43.00,102.00,72.00,32.00,240063.00,447335.00,292693.00,447013.00,643474.00,0
35.00,3240.00,3909989.00,14.00,104800.00,122.00,40.00,106.00,102.00,56.00,56.00,61.00,38.00,737527.00,514720.00,709292.00,806028.00,2633.00,1
29.00,10624.00,4669855.00,13.00,156632.00,93.00,95.00,53.00,42.00,83.00,87.00,95.00,44.00,917200.00,944942.00,405849.00,735609.00,407356.00,3
27.00,6225.00,4622385.00,15.00,207082.00,109.00,64.00,90.00,84.00,123.00,56.00,99.00,27.00,719232.00,66655.00,428729.00,405381.00,647534.00,1
27.00,7806.00,3969677.00,11.00,121733.00,46.00,52.00,54.00,52.00,57.00,39.00,112.00,34.00,1121809.00,1040139.00,228374.00,778481.00,97818.00,1
35.00,7589.00,4677968.00,15.00,149067.00,71.00,71.00,67.00,105.00,51.00,67.00,83.00,28.00,453633.00,1145268.00,769160.00,711703.00,736243.00,2
29.00,5984.00,4513256.00,15.00,186245.00,80.00,115.00,82.00,43.00,57.00,122.00,128.00,42.00,944804.00,519614.00,81157.00,573355.00,645166.00,1
25.00,7426.00,4547848.00,12.00,113921.00,101.00,53.00,71.00,119.00,121.00,97.00,64.00,37.00,613570.00,1052390.00,5.00,5.00,5.00,0
35.00,4830.00,4338205.00,10.00,169826.00,116.00,43.00,107.00,119.00,80.00,122.00,62.00,27.00,520674.00,1001424.00,321182.00,456177.00,650435.00,0
23.00,10747.00,4697095.00,12.00,215271.00,49.00,70.00,59.00,57.00,106.00,74.00,75.00,28.00,327488.00,563281.00,745665.00,348266.00,605628.00,0
29.00,6341.00,3837487.00,10.00,127323.00,57.00,106.00,39.00,98.00,61.00,127.00,48.00,45.00,555875.00,787172.00,588024.00,521897.00,379416.00,3
31.00,6983.00,3869809.00,15.00,216267.00,101.00,86.00,89.00,101.00,57.00,98.00,43.00,37.00,483237.00,1121646.00,551236.00,258655.00,5005.00,0
23.00,4845.00,4436025.00,10.00,111819.00,115.00,121.00,63.00,127.00,95.00,124.00,93.00,42.00,1080499.00,76404.00,717159.00,404314.00,477719.00,3
22.00,5638.00,4321603.00,14.00,141110.00,120.00,61.00,64.00,51.00,78.00,90.00,113.00,23.00,392976.00,884322.00,586834.00,182775.00,782154.00,1
34.00,8489.00,3888957.00,15.00,225117.00,61.00,117.00,109.00,41.00,83.00,62.00,98.00,40.00,574916.00,852789.00,5.00,5.00,5.00,1
26.00,6297.00,4224963.00,15.00,107234.00,103.00,82.00,56.00,92.00,127.00,62.00,56.00,44.00,1059627.00,1007550.00,421356.00,566230.00,301922.00,3
32.00,3426.00,4283351.00,14.00,198709.00,61.00,121.00,95.00,43.00,62.00,63.00,128.00,37.00,751714.00,234147.00,625743.00,372626.00,367537.00,2
32.00,5409.00,3833106.00,13.00,97925.00,54.00,49.00,118.00,55.00,53.00,68.00,101.00,32.00,407032.00,546044.00,5.00,5.00,5.00,3
34.00,5328.00,4150332.00,10.00,189911.00,92.00,106.00,111.00,61.00,75.00,127.00,48.00,30.00,910606.00,400955.00,644450.00,408260.00,718898.00,0
30.00,11154.00,4341068.00,11.00,155605.00,117.00,64.00,120.00,56.00,52.00,106.00,53.00,35.00,1073713.00,891724.00,5.00,5.00,5.00,2
35.00,3272.00,5002053.00,12.00,150213.00,92.00,44.00,116.00,67.00,107.00,66.00,96.00,26.00,785700.00,613146.00,5.00,5.00,5.00,0
34.00,4303.00,3830006.00,15.00,198928.00,66.00,65.00,102.00,98.00,43.00,64.00,48.00,40.00,741842.00,277289.00,801981.00,765769.00,56784.00,3
32.00,5596.00,4324296.00,10.00,160568.00,118.00,108.00,45.00,97.00,118.00,61.00,56.00,42.00,802336.00,880019.00,513998.00,98870.00,370461.00,3
24.00,3696.00,4213649.00,11.00,121425.00,76.00,93.00,66.00,118.00,46.00,100.00,58.00,41.00,1067469.00,1107458.00,379713.00,100663.00,52729.00,0
34.00,8848.00,3964906.00,11.00,212871.00,123.00,120.00,118.00,68.00,42.00,58.00,106.00,42.00,1073102.00,1180076.00,78174.00,557747.00,436184.00,2
31.00,3786.00,3892985.00,14.00,111072.00,71.00,108.00,70.00,105.00,71.00,49.00,100.00,24.00,758358.00,1093874.00,5.00,5.00,5.00,1
30.00,10440.00,3891419.00,14.00,128885.00,68.00,98.00,106.00,67.00,46.00,124.00,47.00,44.00,1128295.00,722676.00,5.00,5.00,5.00,3
35.00,4207.00,4354506.00,12.00,130415.00,92.00,56.00,104.00,40.00,88.00,79.00,120.00,30.00,1059920.00,284476.00,723656.00,130861.00,420308.00,3
27.00,5497.00,4479610.00,15.00,119555.00,119.00,57.00,94.00,127.00,124.00,77.00,106.00,23.00,566189.00,655849.00,750731.00,450607.00,664062.00,0
35.00,7378.00,3998925.00,10.00,201114.00,57.00,110.00,128.00,96.00,69.00,105.00,72.00,26.00,557708.00,287714.00,623587.00,66891.00,35044.00,1
31.00,7731.00,4208326.00,13.00,207658.00,57.00,109.00,58.00,56.00,101.00,50.00,61.00,25.00,746958.00,80639.00,389790.00,553386.00,191695.00,2
23.00,5367.00,4829331.00,13.00,196735.00,44.00,99.00,66.00,73.00,66.00,83.00,79.00,25.00,471990.00,457077.00,296694.00,21811.00,557258.00,3
24.00,4551.00,4391618.00,11.00,164221.00,61.00,52.00,89.00,91.00,103.00,108.00,94.00,27.00,998519.00,75679.00,5.00,5.00,5.00,2
35.00,10955.00,4700801.00,11.00,132025.00,56.00,121.00,128.00,95.00,99.00,110.00,73.00,25.00,907690.00,985027.00,704454.00,131343.00,48766.00,1
34.00,3805.00,3843889.00,14.00,163451.00,65.00,109.00,57.00,94.00,95.00,92.00,60.00,45.00,1103470.00,181311.00,5.00,5.00,5.00,2
32.00,4642.00,4779175.00,10.00,159045.00,78.00,81.00,61.00,86.00,51.00,49.00,82.00,43.00,520841.00,680644.00,798117.00,10065.00,686968.00,3
23.00,6205.00,3816422.00,12.00,218079.00,39.00,78.00,60.00,54.00,98.00,53.00,78.00,38.00,1165510.00,794992.00,609649.00,137687.00,623453.00,3
30.00,9848.00,4450540.00,13.00,169589.00,87.00,46.00,106.00,44.00,86.00,89.00,90.00,37.00,194471.00,1074726.00,5.00,5.00,5.00,3
30.00,4720.00,4331344.00,12.00,118648.00,100.00,110.00,60.00,58.00,58.00,95.00,76.00,36.00,898160.00,434384.00,608253.00,13729.00,702984.00,3
23.00,5734.00,3871675.00,12.00,135903.00,114.00,41.00,41.00,124.00,106.00,73.00,74.00,40.00,701264.00,941783.00,558123.00,281833.00,493700.00,2
34.00,3414.00,4595681.00,12.00,213733.00,114.00,68.00,92.00,60.00,113.00,59.00,49.00,41.00,85758.00,788235.00,5.00,5.00,5.00,1
23.00,5356.00,4752357.00,13.00,169098.00,44.00,60.00,42.00,114.00,125.00,114.00,63.00,38.00,515507.00,122014.00,145140.00,414447.00,698735.00,3
26.00,8152.00,5017591.00,15.00,196715.00,102.00,122.00,93.00,53.00,47.00,45.00,124.00,22.00,192879.00,208290.00,5.00,5.00,5.00,1
27.00,8721.00,4161396.00,13.00,139927.00,71.00,39.00,92.00,76.00,57.00,88.00,124.00,45.00,679752.00,128988.00,99809.00,395168.00,461968.00,1
26.00,6794.00,4514867.00,15.00,225375.00,122.00,53.00,47.00,49.00,98.00,127.00,41.00,30.00,913311.00,399372.00,377108.00,251376.00,533726.00,2
35.00,10704.00,3904490.00,11.00,140997.00,62.00,110.00,117.00,78.00,83.00,81.00,47.00,42.00,82420.00,792667.00,201036.00,609503.00,634068.00,0
23.00,8569.00,3898509.00,10.00,177995.00,96.00,85.00,83.00,81.00,66.00,69.00,94.00,36.00,8331.00,244489.00,402723.00,191970.00,673281.00,2
35.00,11232.00,4039301.00,11.00,133033.00,94.00,53.00,95.00,88.00,114.00,48.00,72.00,25.00,860885.00,510688.00,62559.00,755235.00,682926.00,1
34.00,5779.00,4349115.00,13.00,167928.00,107.00,127.00,48.00,125.00,44.00,77.00,77.00,34.00,750676.00,697929.00,168241.00,551864.00,58782.00,3
34.00,11032.00,4052583.00,15.00,94503.00,41.00,54.00,128.00,64.00,71.00,89.00,87.00,34.00,766355.00,531269.00,737603.00,734863.00,372837.00,0
24.00,5905.00,4153369.00,10.00,208635.00,44.00,109.00,114.00,81.00,76.00,65.00,98.00,23.00,137086.00,628135.00,787605.00,598453.00,347435.00,2
33.00,7153.00,4103541.00,15.00,130725.00,44.00,87.00,55.00,84.00,41.00,82.00,119.00,41.00,984125.00,708008.00,721645.00,799441.00,639670.00,0
24.00,9442.00,3828749.00,10.00,127837.00,83.00,55.00,46.00,60.00,110.00,112.00,91.00,39.00,643508.00,1011470.00,319712.00,442218.00,729067.00,3
31.00,11946.00,4734198.00,12.00,167306.00,95.00,120.00,78.00,40.00,68.00,76.00,82.00,23.00,647864.00,72495.00,45540.00,361358.00,309974.00,3
31.00,10209.00,4439447.00,13.00,103368.00,61.00,73.00,109.00,115.00,122.00,120.00,101.00,27.00,144683.00,227987.00,763526.00,10647.00,486932.00,2
25.00,4316.00,4479247.00,12.00,151526.00,71.00,113.00,83.00,94.00,45.00,49.00,128.00,30.00,1041041.00,99768.00,787815.00,413616.00,317021.00,3
33.00,10788.00,4226383.00,14.00,104780.00,51.00,84.00,85.00,115.00,127.00,85.00,56.00,41.00,113317.00,266069.00,768189.00,114390.00,807603.00,0
32.00,8524.00,4659718.00,10.00,147148.00,41.00,77.00,123.00,81.00,42.00,104.00,98.00,28.00,862669.00,376906.00,5.00,5.00,5.00,1
28.00,11746.00,4847007.00,10.00,174264.00,39.00,73.00,53.00,43.00,40.00,73.00,80.00,42.00,799348.00,383905.00,646419.00,179401.00,124496.00,0
22.00,6074.00,4525956.00,11.00,94912.00,85.00,75.00,112.00,43.00,94.00,46.00,93.00,25.00,718576.00,373342.00,180015.00,119006.00,686401.00,2
32.00,10197.00,4430326.00,14.00,106803.00,126.00,61.00,114.00,118.00,118.00,72.00,58.00,41.00,623911.00,839073.00,5.00,5.00,5.00,0
24.00,11692.00,4664006.00,13.00,170592.00,112.00,101.00,55.00,86.00,125.00,125.00,120.00,24.00,896349.00,205036.00,413160.00,148367.00,336164.00,2
24.00,3537.00,4091459.00,15.00,112916.00,49.00,95.00,48.00,80.00,77.00,65.00,128.00,24.00,499369.00,542824.00,755211.00,46821.00,192927.00,1
31.00,12047.00,3885478.00,12.00,170691.00,78.00,109.00,71.00,108.00,43.00,61.00,79.00,35.00,235782.00,106450.00,5.00,5.00,5.00,1
35.00,10268.00,3838933.00,11.00,165766.00,69.00,62.00,95.00,77.00,39.00,82.00,119.00,33.00,556828.00,601729.00,176516.00,27449.00,644666.00,0
26.00,11144.00,4844053.00,10.00,165099.00,73.00,73.00,60.00,82.00,107.00,79.00,42.00,32.00,192343.00,468140.00,97485.00,269115.00,163447.00,3
35.00,10312.00,4523352.00,11.00,108365.00,58.00,77.00,70.00,96.00,82.00,122.00,96.00,26.00,831738.00,597813.00,797895.00,257475.00,687036.00,3
22.00,5419.00,4959619.00,10.00,97667.00,73.00,120.00,51.00,116.00,81.00,114.00,41.00,33.00,930612.00,147244.00,5.00,5.00,5.00,1
34.00,9236.00,4515915.00,13.00,198967.00,45.00,43.00,49.00,42.00,116.00,107.00,83.00,42.00,491791.00,233933.00,5.00,5.00,5.00,3
30.00,11401.00,4509818.00,13.00,141131.00,93.00,81.00,106.00,81.00,83.00,65.00,100.00,29.00,898828.00,901148.00,729152.00,474231.00,674034.00,0
26.00,9079.00,4438011.00,11.00,139381.00,75.00,86.00,75.00,42.00,47.00,120.00,106.00,23.00,349428.00,563561.00,729213.00,53474.00,451041.00,1
32.00,12027.00,4624822.00,13.00,97537.00,110.00,105.00,42.00,42.00,91.00,84.00,120.00,44.00,854817.00,715756.00,228084.00,804735.00,118874.00,2
26.00,6170.00,4067681.00,14.00,148987.00,62.00,100.00,120.00,93.00,39.00,78.00,43.00,38.00,210705.00,202163.00,5.00,5.00,5.00,3
31.00,9992.00,3915155.00,11.00,98107.00,112.00,97.00,79.00,87.00,76.00,57.00,44.00,23.00,1101916.00,211054.00,551682.00,192923.00,716710.00,3
27.00,6042.00,4281333.00,10.00,212637.00,86.00,74.00,92.00,52.00,69.00,91.00,89.00,29.00,33029.00,405069.00,657754.00,334632.00,742754.00,0
32.00,9107.00,4865213.00,10.00,167052.00,53.00,100.00,51.00,82.00,113.00,116.00,52.00,35.00,746337.00,272507.00,333937.00,624207.00,764965.00,1
28.00,4151.00,4358100.00,13.00,127465.00,110.00,86.00,97.00,112.00,108.00,87.00,128.00,41.00,801151.00,347194.00,573052.00,82400.00,667558.00,1
26.00,9224.00,4174901.00,15.00,136526.00,103.00,67.00,104.00,103.00,75.00,53.00,122.00,34.00,231132.00,676353.00,175566.00,163874.00,236511.00,2
24.00,5878.00,4564217.00,13.00,107505.00,62.00,107.00,104.00,121.00,73.00,120.00,73.00,32.00,1135021.00,126311.00,35471.00,725628.00,594410.00,0
31.00,7807.00,4365616.00,15.00,102399.00,58.00,67.00,40.00,126.00,53.00,99.00,86.00,29.00,358505.00,253261.00,5.00,5.00,5.00,2
23.00,3555.00,4462322.00,12.00,179611.00,43.00,104.00,45.00,112.00,67.00,120.00,57.00,45.00,74889.00,801209.00,5.00,5.00,5.00,3
29.00,7476.00,4190269.00,13.00,211175.00,112.00,100.00,67.00,44.00,80.00,119.00,128.00,30.00,14653.00,171602.00,615126.00,559997.00,152933.00,1
33.00,5021.00,4189653.00,15.00,189177.00,90.00,100.00,85.00,42.00,70.00,43.00,67.00,45.00,936637.00,224867.00,5.00,5.00,5.00,2
33.00,9825.00,3973875.00,12.00,223137.00,85.00,39.00,64.00,117.00,54.00,120.00,124.00,38.00,923826.00,1038536.00,5.00,5.00,5.00,1
33.00,7907.00,4898857.00,14.00,189159.00,94.00,119.00,39.00,98.00,89.00,75.00,106.00,35.00,38898.00,1104901.00,5.00,5.00,5.00,2
26.00,3808.00,4540738.00,13.00,187357.00,71.00,82.00,91.00,66.00,47.00,114.00,86.00,34.00,721136.00,991981.00,688171.00,168632.00,15386.00,2
35.00,3485.00,4629128.00,10.00,146094.00,121.00,123.00,43.00,121.00,108.00,111.00,64.00,33.00,477141.00,369683.00,760316.00,533209.00,198174.00,0
29.00,5007.00,4178124.00,11.00,214241.00,64.00,99.00,46.00,65.00,84.00,84.00,42.00,32.00,736346.00,1042536.00,21979.00,631709.00,427271.00,2
29.00,11282.00,4520559.00,10.00,93842.00,43.00,125.00,110.00,44.00,114.00,101.00,102.00,45.00,589538.00,179300.00,5.00,5.00,5.00,3
29.00,7481.00,3895241.00,13.00,161503.00,91.00,81.00,128.00,99.00,80.00,70.00,90.00,29.00,126180.00,870934.00,493287.00,388627.00,679987.00,3
32.00,7521.00,4323502.00,14.00,163309.00,121.00,44.00,63.00,48.00,127.00,79.00,45.00,30.00,88422.00,281757.00,5.00,5.00,5.00,0
27.00,9647.00,3860539.00,10.00,164865.00,46.00,96.00,71.00,80.00,100.00,88.00,53.00,29.00,450082.00,323729.00,186022.00,127377.00,312322.00,1
34.00,9351.00,4740445.00,12.00,182804.00,115.00,42.00,55.00,41.00,103.00,112.00,120.00,36.00,685083.00,838920.00,5.00,5.00,5.00,1
30.00,10104.00,4128566.00,14.00,219196.00,88.00,80.00,84.00,127.00,109.00,75.00,107.00,24.00,600025.00,476369.00,276277.00,609460.00,180287.00,3
23.00,11983.00,4847991.00,10.00,130284.00,55.00,99.00,125.00,127.00,104.00,51.00,65.00,44.00,1136735.00,901061.00,759048.00,376025.00,755691.00,2
30.00,9732.00,4194195.00,10.00,217055.00,74.00,69.00,66.00,96.00,107.00,99.00,77.00,30.00,174669.00,284240.00,321792.00,542715.00,363440.00,2
33.00,7658.00,4458604.00,10.00,140534.00,107.00,86.00,56.00,73.00,69.00,113.00,50.00,45.00,55781.00,145136.00,5.00,5.00,5.00,2
25.00,4043.00,4669353.00,14.00,109331.00,124.00,39.00,127.00,56.00,126.00,51.00,120.00,34.00,1053722.00,509591.00,64238.00,191119.00,543792.00,0
30.00,11474.00,3834664.00,11.00,223137.00,42.00,72.00,44.00,108.00,39.00,80.00,86.00,23.00,714993.00,825364.00,638411.00,42426.00,63701.00,1
23.00,5231.00,4363217.00,12.00,199307.00,114.00,105.00,64.00,112.00,56.00,98.00,112.00,23.00,162058.00,371551.00,225291.00,152032.00,321977.00,3
34.00,10762.00,4593035.00,13.00,112819.00,53.00,47.00,73.00,110.00,42.00,45.00,98.00,40.00,551336.00,1189817.00,471256.00,250825.00,290587.00,1
27.00,9313.00,4201245.00,13.00,181300.00,68.00,95.00,93.00,103.00,55.00,49.00,86.00,36.00,248775.00,521451.00,634825.00,762347.00,73149.00,0
27.00,4611.00,4042453.00,10.00,168536.00,76.00,83.00,96.00,89.00,46.00,90.00,109.00,36.00,276701.00,925662.00,737492.00,671257.00,619080.00,1
25.00,3339.00,4902472.00,11.00,95754.00,67.00,94.00,71.00,51.00,47.00,45.00,124.00,44.00,183771.00,960902.00,441052.00,495132.00,768427.00,1
26.00,4913.00,4122038.00,14.00,128354.00,61.00,93.00,123.00,61.00,116.00,87.00,39.00,24.00,612664.00,572756.00,806109.00,343719.00,160457.00,1
34.00,11777.00,4975896.00,11.00,225818.00,62.00,51.00,80.00,62.00,77.00,46.00,97.00,30.00,695460.00,527014.00,5.00,5.00,5.00,1
27.00,10339.00,4356651.00,11.00,135360.00,86.00,59.00,77.00,69.00,102.00,41.00,49.00,25.00,208518.00,473358.00,25601.00,530455.00,146666.00,1
35.00,9698.00,4817171.00,10.00,94661.00,60.00,95.00,103.00,73.00,44.00,110.00,72.00,35.00,483292.00,393236.00,126436.00,718912.00,366403.00,2
33.00,6211.00,4157168.00,12.00,156184.00,123.00,63.00,58.00,105.00,65.00,70.00,86.00,23.00,467352.00,1129316.00,83187.00,577562.00,24902.00,0
26.00,9109.00,4737928.00,10.00,194538.00,48.00,81.00,70.00,39.00,59.00,100.00,59.00,25.00,1168505.00,1201123.00,489413.00,318518.00,660715.00,2
31.00,9446.00,4551539.00,10.00,196565.00,83.00,119.00,125.00,54.00,122.00,126.00,62.00,25.00,1150392.00,480757.00,794351.00,494588.00,655737.00,0
